product_code,product_name,variant_label,category,price_eur,description,available,sold_out,product_url
UACC-Cable-C13-C14,C13-C14 Power Cable,,Acc. PoE & Power,17.00,"C13 to C14 braided power cable, 1.8 m, 10A/250V.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-poe-power/products/uacc-cable-c13-c14
UACC-Cable-C14-SK-F,C14 Adapter Cable,,Acc. PoE & Power,3.60,Short IEC C14 power adapter cable with regional socket options.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-poe-power/collections/c14-adapter-cable/products/uacc-cable-c14-sk-f
UACC-Cable-C14-SK-G,C14 Adapter Cable,,Acc. PoE & Power,3.60,Short IEC C14 power adapter cable with regional socket options.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-poe-power/collections/c14-adapter-cable/products/uacc-cable-c14-sk-g
WM-W,WiFiMan Wizard,,Acc. Access Point,89.00,A portable spectrum analyzer designed for the WiFiMan iOS and Android mobile app.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-access-point/products/wm-w
Product Collection,AP External Antennas,,Acc. Access Point,13.50,External antennas for UniFi WiFi access points that provide extended range coverage.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-access-point/collections/accessories-pro-ap-external-antennas
Product Collection,U7 Pro Wall Mounts,,Acc. Access Point,35.00,Recessed wall and desktop deployment accessories for U7 Pro Wall.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-access-point/collections/accessories-pro-ap-u7-pro-wall-mounts
Product Collection,Flagship AP Covers,,Acc. Access Point,35.00,Customizable protective covers for UniFi Flagship WiFi access points.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-access-point/collections/accessories-pro-ap-flagship-covers
U-PRO-MP,Flagship AP Replacement Mounting System,,Acc. Access Point,8.00,Professional mounting system for UniFi access points.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-access-point/products/unifi-professional-mounting-system
Product Collection,Flagship AP Arm Mounts,,Acc. Access Point,26.00,Wall mounts for UniFi Flagship WiFi access points.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-access-point/collections/accessories-pro-ap-flagship-arm-mounts
nanoHD-RetroFit-3,Compact Flagship AP Retrofit Mount,,Acc. Access Point,25.00,"Retrofit mount for U6 Lite, U6+, and nanoHD.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-access-point/collections/accessories-pro-ap-compact-flagship-mounts/products/nanohd-retrofit-3
nanoHD-RCM-3,Compact Flagship AP Recessed Ceiling Mount,,Acc. Access Point,45.00,"Recessed ceiling mount for U6 Lite, U6+, AC Lite and nanoHD.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-access-point/collections/accessories-pro-ap-compact-flagship-mounts/products/nanohd-rcm-3
UACC-UK-Ultra-TS,Swiss Army Knife Table Stand,,Acc. Access Point,13.50,Table stand accessory for Swiss Army Knife Ultra.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-access-point/products/uacc-uk-ultra-ts
FlexHD-CM-3,Mesh AP In-Ceiling Mount,,Acc. Access Point,45.00,Recessed ceiling mount for U6 Mesh and FlexHD.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-access-point/products/flexhd-cm-3
Product Collection,Wall AP Covers,,Acc. Access Point,26.00,Customizable protective covers for wall-mounted UniFi WiFi access points.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-access-point/collections/accessories-pro-ap-wall-ap-covers
UP-AI-Horn-Speaker-B,AI Horn Speaker,,Acc. Camera,269.00,"All-weather PoE 120 dB horn speaker with advanced AI alert functionality and versatile wall, corner, and pole mounting options.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/products/up-ai-horn-speaker
UP-FloodLight,Floodlight,,Acc. Camera,89.00,"Bright, motion-triggered light.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/products/up-floodlight
UACC-Adapter-PoE-USBC,PoE to USB-C Adapter,,Acc. Camera,45.00,"Versatile adapter that provides power and connectivity to USB-C devices, including compatible Protect WiFi cameras.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/products/uacc-adapter-poe-usbc
UACC-Bullet-AB-B,Bullet Camera Angled Base,,Acc. Camera,17.00,Bullet camera mounting accessory that enhances tilt angle by 22° to achieve an unrestricted viewing angle.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/products/uacc-bullet-ab
UACC-Camera-DM-B,Camera Dual Mount,,Acc. Camera,55.00,"Tamper-resistant, back-to-back mount for two UniFi Bullet, Dome, or Turret cameras that supports flat surface installation and attachment to 1 1/2"" NPS threaded conduit.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/products/uacc-camera-dm
UACC-GB-Plate-B,Gang Box Mounting Plate,,Acc. Camera,35.00,A mounting plate designed to interface UniFi Protect cameras with multiple types of Gang Boxes and Junction Boxes.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/products/uacc-gb-plate
UACC-G6-180-FM-B,G6 180 Camera Flush Mount,,Acc. Camera,26.00,G6 180 camera mounting accessory for recessed ceiling installation.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/products/uacc-g6-180-fm
UACC-G6-180-PM-B,G6 180 Camera Pendant Mount,,Acc. Camera,26.00,Pendant mount for suspending the G6 180 Camera from ceilings or overhead structures.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/products/uacc-g6-180-pm
UACC-AI-MS-4-AM-B,AI Multi Sensor 4 Camera Arm Mount,,Acc. Camera,179.00,"Versatile mounting kit enabling flat or angled installation of the AI Multi Sensor 4 camera via arm, pole, or corner mounts - ideal for various deployment environments.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/products/uacc-ai-ms-4-am
UA-Card-B-10,Access Card,,Acc. Door Access,25.00,A pack of highly-secure NFC cards used for access control within UniFi.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/ua-card
UACC-Retrofit-PoE-2Wire,PoE Over 2-Wire Retrofit Extender,,Acc. Door Access,89.00,"A pair of extenders that extends PoE over twisted-pair or coaxial cables, ideal for retrofit scenarios.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/uacc-retrofit-poe-2wire
UACC-Reader-JB-B,Reader Junction Box,,Acc. Door Access,29.00,"Junction box for UniFi Access Readers and Intercom Viewers that support flat surface mounting and attachment to 3/4"" conduit.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/uacc-reader-jb
UACC-Reader-Pro-JB-B,Reader Pro Junction Box,,Acc. Door Access,29.00,"Junction box for UniFi Professional Access Readers and Doorbells that supports flat surface mounting and attachment to 3/4"" conduit.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/uacc-reader-pro-jb
UACC-Reader-Pro-AM-B,Reader Pro Angle Mount,,Acc. Door Access,29.00,Angled mounting accessory for UniFi Professional Access Readers.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/uacc-reader-pro-am
UACC-Intercom-SAM,Intercom Surface Angle Mount,,Acc. Door Access,45.00,UniFi Access Intercom surface angle mount accessory.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/uacc-intercom-sam
UACC-Intercom-FM,Intercom Flush Mount,,Acc. Door Access,45.00,UniFi Access Intercom flush mount accessory.,Non,Oui,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/uacc-intercom-fm
UACC-Intercom-Sunshield,Intercom Sunshield,,Acc. Door Access,45.00,UniFi Access Intercom sunshield accessory.,Non,Oui,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/uacc-intercom-sunshield
UACC-Intercom-WM,Intercom Wedge Mount,,Acc. Door Access,44.00,20° inward angle mounting accessory for Intercom that provides an enhanced camera viewing angle.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/uacc-intercom-wm
UACC-Intercom-Viewer-TS,Intercom Viewer Table Stand,,Acc. Door Access,25.00,Metal table stand for Intercom Viewer.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/uacc-intercom-viewer-ts
UACC-Junction-Utility,Junction Utility,,Acc. Door Access,105.00,"An indoor/outdoor enclosure designed for UniFi Access Hubs, switches, and accessories.",Non,Oui,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/uacc-junction-utility
UACC-Retrofit-PSU-12V,Retrofit PSU 12V,,Acc. Door Access,70.00,"12V power supply with optional SLA backup battery support, compatible with the UniFi Retrofit Hub.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/uacc-retrofit-psu-12v
UA-Button,Access Button,,Acc. Door Access,35.00,Push-to-exit button designed for UniFi Access Hubs.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/ua-button
UACC-DoorCloser,Door Closer,,Acc. Door Access,115.00,A mechanical door closer that ensures controlled closure for safety and convenience.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/uacc-doorcloser-eu
UACC-PanicBar,Panic Bar,,Acc. Door Access,359.00,"A single-latched bar installed on emergency exit doors, allowing quick and easy egress by pushing the bar to open the door during emergencies.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/uacc-panicbar
UACC-Lock-Magnetic-270kg,Magnetic Lock,,Acc. Door Access,135.00,Fail-safe magnetic lock for inswing and outswing doors that connects to a UniFi Access Hub.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/ua-lock-magnetic
Product Collection,Electric Locks,,Acc. Door Access,80.00,Electromechanical door locks designed for secure access control. Supports fail-safe and fail-secure operation across strike and bolt lock form factors.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-door-access/collections/accessories-door-access-electric-locks
UACC-Cable-DoorLockRelay-1P,Door Lock Relay Cable,,Acc. Door Access,115.00,"A 500-foot (152.4 m) spool of one or two-pair, low-voltage cable.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/uacc-cable-doorlockrelay
UA-Pocket,"Pocket Keyfob, 10-Pack",,Acc. Door Access,89.00,A pack of (10) highly-secure NFC keyfobs used for access control within UniFi.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/ua-pocket
UA-Rescue,Access Rescue KeySwitch,,Acc. Door Access,70.00,Keyed emergency override for your Access Hub.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-door-access/products/ua-rescue
UACC-FM,Floating Mount,,Acc. Installations,25.00,Sleek magnetic wall mount for UniFi Express and Gateway Lite.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-installations/collections/pro-store-floating-mount/products/uacc-fm
UACC-UTS,Universal Table Stand,,Acc. Installations,26.00,Weighted stand with adjustable clamp keeps non-rack UniFi devices upright on flat surfaces.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-installations/collections/pro-store-table-stand/products/uacc-uts
UACC-Display-AM,Display Arm Mount,,Acc. Installations,269.00,Arm Mount for UniFi Connect Display.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-installations/collections/pro-store-display-mounting/products/uacc-display-am
UACC-WP-Keystone-H-1P,"Universal Paintable Keystone Wall Plate, 4-Pack",,Acc. Installations,18.00,"Universal keystone wall plate with paintable cover for a clean, customizable finish.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-installations/collections/universal-wall-plate/products/uacc-wp-keystone
UACC-CRB,Cable Raceway,,Acc. Installations,23.00,A protective raceway accessory for Dream Wall.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-installations/products/uacc-cr
UACC-Cable-UHS-1M,Thin HDMI Cable,,Acc. Installations,17.00,Ultra-thin high-speed HDMI cable designed for professional A/V and camera streaming with Ubiquiti devices.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-installations/products/uacc-cable-uhs
UACC-SSD-Tray,M.2 SSD Tray,,Acc. Installations,17.00,"Optional storage insert for Cloud Gateways and UNAS models that supports one 2230, 2242, 2260, 2280, or 22110 sized M.2 NVMe SSD.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-installations/collections/drive-trays/products/uacc-ssd-tray
UACC-In-Wall-Speaker,In-Wall Speaker,,Acc. Installations,160.00,"6.5"" in-wall speakers that bring rich, room-filling sound to any space, seamlessly blending for an uncompromised listening experience.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-installations/collections/speakers/products/uacc-in-wall-speaker
UACC-Cable-Speaker-150M,Audio Cable,,Acc. Installations,269.00,"Audio cable features an easy-to-strip jacket for quick installation, ensuring clear and consistent performance in every connection.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-installations/products/uacc-cable-speaker-150m
UACC-ENVR-Bezel,Enterprise NVR Bezel,,Acc. Installations,269.00,"Faceplate that integrates with Enterprise Network Video Recorder to provide a 4.7"" touch display and LED illumination.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-installations/products/uacc-envr-bezel
UACC-Fan-F2B-4020,Hot-Swappable Fan Module,,Acc. Installations,60.00,Hot-swappable fan module with front-to-back airflow.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-installations/products/uacc-fan-4020
UACC-Switch-DIN,DIN Rail Mount,,Acc. Installations,8.50,DIN rail mount for UniFi compact switches.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-installations/collections/pro-store-compact-switching-mounting/products/uacc-switch-din
UDM-Pro-Max,Dream Machine Pro Max,EU Version,Cloud Gateways,570.00,"10G Cloud Gateway with 200+ UniFi device / 2,000+ client support, 5 Gbps IPS routing, and redundant NVR storage.",Oui,Non,https://eu.store.ui.com/eu/en/category/cloud-gateways-large-scale/products/udm-pro-max?variant=udm-pro-max-eu
UDM-Pro-Max,Dream Machine Pro Max,UK Version,Cloud Gateways,570.00,"10G Cloud Gateway with 200+ UniFi device / 2,000+ client support, 5 Gbps IPS routing, and redundant NVR storage.",Oui,Non,https://eu.store.ui.com/eu/en/category/cloud-gateways-large-scale/products/udm-pro-max?variant=udm-pro-max-uk
UDM-Pro,Dream Machine Pro,EU Version,Cloud Gateways,360.00,"10G Cloud Gateway with 100+ UniFi device / 1,000+ client support and 3.5 Gbps IPS routing.",Oui,Non,https://eu.store.ui.com/eu/en/category/cloud-gateways-large-scale/products/udm-pro?variant=udm-pro-eu
UDM-Pro,Dream Machine Pro,UK Version,Cloud Gateways,360.00,"10G Cloud Gateway with 100+ UniFi device / 1,000+ client support and 3.5 Gbps IPS routing.",Oui,Non,https://eu.store.ui.com/eu/en/category/cloud-gateways-large-scale/products/udm-pro?variant=udm-pro-uk
UDM-SE (180W),Dream Machine Special Edition,EU Version,Cloud Gateways,475.00,"10G Cloud Gateway with 100+ UniFi device / 1,000+ client support, 3.5 Gbps IPS routing, and built-in PoE switching.",Oui,Non,https://eu.store.ui.com/eu/en/category/cloud-gateways-large-scale/products/udm-se?variant=udm-se-eu
UDM-SE (180W),Dream Machine Special Edition,UK Version,Cloud Gateways,475.00,"10G Cloud Gateway with 100+ UniFi device / 1,000+ client support, 3.5 Gbps IPS routing, and built-in PoE switching.",Oui,Non,https://eu.store.ui.com/eu/en/category/cloud-gateways-large-scale/products/udm-se?variant=udm-se-uk
UCG-Ultra,Cloud Gateway Ultra,EU Version,Cloud Gateways,95.00,"Compact Cloud Gateway with 30+ UniFi device / 300+ client support, 1 Gbps IPS routing, and multi-WAN load balancing.",Oui,Non,https://eu.store.ui.com/eu/en/category/cloud-gateways-compact/products/ucg-ultra?variant=ucg-ultra-eu
UCG-Ultra,Cloud Gateway Ultra,UK Version,Cloud Gateways,95.00,"Compact Cloud Gateway with 30+ UniFi device / 300+ client support, 1 Gbps IPS routing, and multi-WAN load balancing.",Oui,Non,https://eu.store.ui.com/eu/en/category/cloud-gateways-compact/products/ucg-ultra?variant=ucg-ultra-uk
UDR7 (15W),Dream Router 7,EU Version,Cloud Gateways,264.00,"Desktop 10G Cloud Gateway with integrated WiFi 7, PoE switch, microSD storage, and full UniFi application support.",Oui,Non,https://eu.store.ui.com/eu/en/category/cloud-gateways-wifi-integrated/products/udr7?variant=udr7-eu
UDR7 (15W),Dream Router 7,UK Version,Cloud Gateways,264.00,"Desktop 10G Cloud Gateway with integrated WiFi 7, PoE switch, microSD storage, and full UniFi application support.",Oui,Non,https://eu.store.ui.com/eu/en/category/cloud-gateways-wifi-integrated/products/udr7?variant=udr7-uk
UX7,UniFi Express 7,EU Version,Cloud Gateways,189.00,"Mesh-scalable, super-compact 10G Cloud Gateway with integrated WiFi 7.",Oui,Non,https://eu.store.ui.com/eu/en/category/cloud-gateways-wifi-integrated/products/ux7?variant=ux7-eu
UX7,UniFi Express 7,UK Version,Cloud Gateways,189.00,"Mesh-scalable, super-compact 10G Cloud Gateway with integrated WiFi 7.",Oui,Non,https://eu.store.ui.com/eu/en/category/cloud-gateways-wifi-integrated/products/ux7?variant=ux7-uk
USW-Pro-Max-48-PoE (720W),Pro Max 48 PoE,EU Version,Switching,1269.00,"A 48-port, Layer 3 Etherlighting™ switch with 2.5 GbE and PoE++ output.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-professional-max-xg/products/usw-pro-max-48-poe?variant=usw-pro-max-48-poe-eu
USW-Pro-Max-48-PoE (720W),Pro Max 48 PoE,UK Version,Switching,1269.00,"A 48-port, Layer 3 Etherlighting™ switch with 2.5 GbE and PoE++ output.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-professional-max-xg/products/usw-pro-max-48-poe?variant=usw-pro-max-48-poe-uk
USW-Pro-Max-24-PoE (400W),Pro Max 24 PoE,EU Version,Switching,782.00,"A 24-port, Layer 3 Etherlighting™ switch capable of high-power PoE++ output.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-professional-max-xg/products/usw-pro-max-24-poe?variant=usw-pro-max-24-poe-eu
USW-Pro-Max-24-PoE (400W),Pro Max 24 PoE,UK Version,Switching,782.00,"A 24-port, Layer 3 Etherlighting™ switch capable of high-power PoE++ output.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-professional-max-xg/products/usw-pro-max-24-poe?variant=usw-pro-max-24-poe-uk
USW-Pro-XG-48-PoE (1080W),Pro XG 48 PoE,EU Version,Switching,2381.00,"Professional-grade, 48-port Layer 3 Etherlighting™ PoE+++ switch with (32) 10 GbE, (16) 2.5 GbE PoE, and (4) 25G SFP28 ports.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-professional-max-xg/products/usw-pro-xg-48-poe?variant=usw-pro-xg-48-poe-eu
USW-Pro-XG-48-PoE (1080W),Pro XG 48 PoE,UK Version,Switching,2381.00,"Professional-grade, 48-port Layer 3 Etherlighting™ PoE+++ switch with (32) 10 GbE, (16) 2.5 GbE PoE, and (4) 25G SFP28 ports.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-professional-max-xg/products/usw-pro-xg-48-poe?variant=usw-pro-xg-48-poe-uk
USW-Pro-XG-24-PoE (720W),Pro XG 24 PoE,EU Version,Switching,1714.00,"Professional-grade, 24-port Layer 3 Etherlighting™ PoE+++ switch with (16) 10 GbE, (8) 2.5 GbE, and (2) 25G SFP28 ports.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-professional-max-xg/products/usw-pro-xg-24-poe?variant=usw-pro-xg-24-poe-eu
USW-Pro-XG-24-PoE (720W),Pro XG 24 PoE,UK Version,Switching,1714.00,"Professional-grade, 24-port Layer 3 Etherlighting™ PoE+++ switch with (16) 10 GbE, (8) 2.5 GbE, and (2) 25G SFP28 ports.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-professional-max-xg/products/usw-pro-xg-24-poe?variant=usw-pro-xg-24-poe-uk
USW-Pro-HD-24-PoE (600W),Pro HD 24 PoE,EU Version,Switching,952.00,"Professional-grade, Layer 3 Etherlighting™ switch with (2) 10 GbE PoE++, (22) 2.5 GbE PoE++, and (4) 10G SFP+ ports.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-professional-max-xg/products/usw-pro-hd-24-poe?variant=usw-pro-hd-24-poe-eu
USW-Pro-HD-24-PoE (600W),Pro HD 24 PoE,UK Version,Switching,952.00,"Professional-grade, Layer 3 Etherlighting™ switch with (2) 10 GbE PoE++, (22) 2.5 GbE PoE++, and (4) 10G SFP+ ports.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-professional-max-xg/products/usw-pro-hd-24-poe?variant=usw-pro-hd-24-poe-uk
USW-Pro-48-POE (600W),Pro 48 PoE,EU Version,Switching,1047.00,"A 48-port, Layer 3 switch capable of high-power PoE++ output.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-professional/products/usw-pro-48-poe?variant=usw-pro-48-poe-eu
USW-Pro-48-PoE (600W),Pro 48 PoE,UK Version,Switching,1047.00,"A 48-port, Layer 3 switch capable of high-power PoE++ output.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-professional/products/usw-pro-48-poe?variant=usw-pro-48-poe-uk
USW-Pro-24-POE (400W),Pro 24 PoE,EU Version,Switching,666.00,"A 24-port, Layer 3 switch capable of high-power PoE++ output.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-professional/products/usw-pro-24-poe?variant=usw-pro-24-poe-eu
USW-Pro-24-PoE (400W),Pro 24 PoE,UK Version,Switching,666.00,"A 24-port, Layer 3 switch capable of high-power PoE++ output.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-professional/products/usw-pro-24-poe?variant=usw-pro-24-poe-uk
USW-Pro-XG-Aggregation,Pro XG Aggregation,EU Version,Switching,2381.00,"Professional-grade 32-port, Layer 3 Etherlighting™ switch for high-capacity 25G SFP28 connections.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-aggregation/products/usw-pro-xg-aggregation?variant=usw-pro-xg-aggregation-eu
USW-Pro-XG-Aggregation,Pro XG Aggregation,UK Version,Switching,2381.00,"Professional-grade 32-port, Layer 3 Etherlighting™ switch for high-capacity 25G SFP28 connections.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-aggregation/products/usw-pro-xg-aggregation?variant=usw-pro-xg-aggregation-uk
USW-Aggregation,Aggregation,EU Version,Switching,254.00,"An 8-port, Layer 2 switch made for 10G SFP+ connections.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-aggregation/products/usw-aggregation?variant=usw-aggregation-eu
USW-Aggregation,Aggregation,UK Version,Switching,254.00,"An 8-port, Layer 2 switch made for 10G SFP+ connections.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-aggregation/products/usw-aggregation?variant=usw-aggregation-uk
USW-Pro-XG-10-PoE (400W),Pro XG 10 PoE,EU Version,Switching,666.00,"1U, professional-grade 10-port, Layer 3 Etherlighting™ PoE+++ switch with (10) 10 GbE and (2) 10G SFP+ ports.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-professional-max-xg/products/usw-pro-xg-10-poe?variant=usw-pro-xg-10-poe-eu
USW-Pro-XG-10-PoE (400W),Pro XG 10 PoE,UK Version,Switching,666.00,"1U, professional-grade 10-port, Layer 3 Etherlighting™ PoE+++ switch with (10) 10 GbE and (2) 10G SFP+ ports.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-professional-max-xg/products/usw-pro-xg-10-poe?variant=usw-pro-xg-10-poe-uk
USW-Lite-16-POE (45W),Lite 16 PoE,EU Version,Switching,189.00,"A wall-mountable, 16-port, Layer 2 PoE switch with a fanless cooling system.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-utility/products/usw-lite-16-poe?variant=usw-lite-16-poe-eu
USW-Lite-16-PoE (45W),Lite 16 PoE,UK Version,Switching,189.00,"A wall-mountable, 16-port, Layer 2 PoE switch with a fanless cooling system.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-utility/products/usw-lite-16-poe?variant=usw-lite-16-poe-uk
USW-Lite-8-POE (52W),Lite 8 PoE,EU Version,Switching,104.00,"An 8-port, Layer 2 PoE switch supporting silent fanless cooling.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-utility/products/usw-lite-8-poe?variant=usw-lite-8-poe-eu
USW-Lite-8-POE (52W),Lite 8 PoE,UK Version,Switching,104.00,"An 8-port, Layer 2 PoE switch supporting silent fanless cooling.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-utility/products/usw-lite-8-poe?variant=usw-lite-8-poe-uk
USW-Pro-Max-16-PoE (180W),Pro Max 16 PoE,EU Version,Switching,380.00,"A 16-port, Layer 3 Etherlighting™ switch with 2.5 GbE, PoE++ output, and versatile mounting options.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-professional-max-xg/products/usw-pro-max-16-poe?variant=usw-pro-max-16-poe-eu
USW-Pro-Max-16-PoE (180W),Pro Max 16 PoE,UK Version,Switching,380.00,"A 16-port, Layer 3 Etherlighting™ switch with 2.5 GbE, PoE++ output, and versatile mounting options.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-professional-max-xg/products/usw-pro-max-16-poe?variant=usw-pro-max-16-poe-uk
USW-Pro-XG-8-PoE (155W),Pro XG 8 PoE,EU Version,Switching,475.00,"Compact desktop/wall-mountable, professional-grade 8-port, Layer 3 Etherlighting™ PoE++ switch with (8) 10 GbE and (2) 10G SFP+ ports.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-utility/products/usw-pro-xg-8-poe?variant=usw-pro-xg-8-poe-eu
USW-Pro-XG-8-PoE (155W),Pro XG 8 PoE,UK Version,Switching,475.00,"Compact desktop/wall-mountable, professional-grade 8-port, Layer 3 Etherlighting™ PoE++ switch with (8) 10 GbE and (2) 10G SFP+ ports.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-utility/products/usw-pro-xg-8-poe?variant=usw-pro-xg-8-poe-uk
USW-Flex-2.5G-5,Flex Mini 2.5G,EU Version,Switching,47.00,"Compact, 5-port 2.5G switch that can be powered with PoE or a USB-C adapter.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-utility/products/usw-flex-2-5g-5?variant=usw-flex-2dot5g-5-eu
USW-Flex-2.5G-5,Flex Mini 2.5G,UK Version,Switching,47.00,"Compact, 5-port 2.5G switch that can be powered with PoE or a USB-C adapter.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-utility/products/usw-flex-2-5g-5?variant=usw-flex-2dot5g-5-uk
USW-Flex-Mini,Flex Mini,EU Version,Switching,26.00,"A compact, 5-port, Layer 2 switch that can be powered with PoE or a 5V USB-C adapter.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-utility/products/usw-flex-mini?variant=usw-flex-mini-eu
USW-Flex-Mini,Flex Mini,UK Version,Switching,25.00,"A compact, 5-port, Layer 2 switch that can be powered with PoE or a 5V USB-C adapter.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-utility/products/usw-flex-mini?variant=usw-flex-mini-uk
USW-Flex-Mini-3,Flex Mini,3-Pack,Switching,75.00,"A compact, 5-port, Layer 2 switch that can be powered with PoE or a 5V USB-C adapter.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-utility/products/usw-flex-mini?variant=usw-flex-mini-3
USW-Flex-Mini-5,Flex Mini,5-Pack,Switching,125.00,"A compact, 5-port, Layer 2 switch that can be powered with PoE or a 5V USB-C adapter.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-utility/products/usw-flex-mini?variant=usw-flex-mini-5
USW-Flex (46W),Flex,Single Unit,Switching,94.00,"Flexible 5-port, Layer 2 PoE switch for indoor and outdoor use, that can be powered with PoE++.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-utility/products/usw-flex?variant=usw-flex
USW-Flex-3 (46W),Flex,3-Pack,Switching,270.00,"Flexible 5-port, Layer 2 PoE switch for indoor and outdoor use, that can be powered with PoE++.",Oui,Non,https://eu.store.ui.com/eu/en/category/switching-utility/products/usw-flex?variant=usw-flex-3
